WAV,AA_sF1,AE_sF1,AH_sF1,AO_sF1,AR_sF1,AW_sF1,AX_sF1,AY_sF1,B_sF1,CH_sF1,D_sF1,DH_sF1,EH_sF1,EL_sF1,ER_sF1,EY_sF1,F_sF1,G_sF1,H_sF1,HH_sF1,IH_sF1,IY_sF1,JH_sF1,K_sF1,L_sF1,M_sF1,N_sF1,NG_sF1,OW_sF1,OY_sF1,P_sF1,R_sF1,S_sF1,SH_sF1,T_sF1,TH_sF1,UH_sF1,UW_sF1,V_sF1,W_sF1,Y_sF1,Z_sF1,ZH_sF1,AA_sF2,AE_sF2,AH_sF2,AO_sF2,AR_sF2,AW_sF2,AX_sF2,AY_sF2,B_sF2,CH_sF2,D_sF2,DH_sF2,EH_sF2,EL_sF2,ER_sF2,EY_sF2,F_sF2,G_sF2,H_sF2,HH_sF2,IH_sF2,IY_sF2,JH_sF2,K_sF2,L_sF2,M_sF2,N_sF2,NG_sF2,OW_sF2,OY_sF2,P_sF2,R_sF2,S_sF2,SH_sF2,T_sF2,TH_sF2,UH_sF2,UW_sF2,V_sF2,W_sF2,Y_sF2,Z_sF2,ZH_sF2,AA_sF3,AE_sF3,AH_sF3,AO_sF3,AR_sF3,AW_sF3,AX_sF3,AY_sF3,B_sF3,CH_sF3,D_sF3,DH_sF3,EH_sF3,EL_sF3,ER_sF3,EY_sF3,F_sF3,G_sF3,H_sF3,HH_sF3,IH_sF3,IY_sF3,JH_sF3,K_sF3,L_sF3,M_sF3,N_sF3,NG_sF3,OW_sF3,OY_sF3,P_sF3,R_sF3,S_sF3,SH_sF3,T_sF3,TH_sF3,UH_sF3,UW_sF3,V_sF3,W_sF3,Y_sF3,Z_sF3,ZH_sF3,AA_sF4,AE_sF4,AH_sF4,AO_sF4,AR_sF4,AW_sF4,AX_sF4,AY_sF4,B_sF4,CH_sF4,D_sF4,DH_sF4,EH_sF4,EL_sF4,ER_sF4,EY_sF4,F_sF4,G_sF4,H_sF4,HH_sF4,IH_sF4,IY_sF4,JH_sF4,K_sF4,L_sF4,M_sF4,N_sF4,NG_sF4,OW_sF4,OY_sF4,P_sF4,R_sF4,S_sF4,SH_sF4,T_sF4,TH_sF4,UH_sF4,UW_sF4,V_sF4,W_sF4,Y_sF4,Z_sF4,ZH_sF4,AA_sB1,AE_sB1,AH_sB1,AO_sB1,AR_sB1,AW_sB1,AX_sB1,AY_sB1,B_sB1,CH_sB1,D_sB1,DH_sB1,EH_sB1,EL_sB1,ER_sB1,EY_sB1,F_sB1,G_sB1,H_sB1,HH_sB1,IH_sB1,IY_sB1,JH_sB1,K_sB1,L_sB1,M_sB1,N_sB1,NG_sB1,OW_sB1,OY_sB1,P_sB1,R_sB1,S_sB1,SH_sB1,T_sB1,TH_sB1,UH_sB1,UW_sB1,V_sB1,W_sB1,Y_sB1,Z_sB1,ZH_sB1,AA_sB2,AE_sB2,AH_sB2,AO_sB2,AR_sB2,AW_sB2,AX_sB2,AY_sB2,B_sB2,CH_sB2,D_sB2,DH_sB2,EH_sB2,EL_sB2,ER_sB2,EY_sB2,F_sB2,G_sB2,H_sB2,HH_sB2,IH_sB2,IY_sB2,JH_sB2,K_sB2,L_sB2,M_sB2,N_sB2,NG_sB2,OW_sB2,OY_sB2,P_sB2,R_sB2,S_sB2,SH_sB2,T_sB2,TH_sB2,UH_sB2,UW_sB2,V_sB2,W_sB2,Y_sB2,Z_sB2,ZH_sB2,AA_sB3,AE_sB3,AH_sB3,AO_sB3,AR_sB3,AW_sB3,AX_sB3,AY_sB3,B_sB3,CH_sB3,D_sB3,DH_sB3,EH_sB3,EL_sB3,ER_sB3,EY_sB3,F_sB3,G_sB3,H_sB3,HH_sB3,IH_sB3,IY_sB3,JH_sB3,K_sB3,L_sB3,M_sB3,N_sB3,NG_sB3,OW_sB3,OY_sB3,P_sB3,R_sB3,S_sB3,SH_sB3,T_sB3,TH_sB3,UH_sB3,UW_sB3,V_sB3,W_sB3,Y_sB3,Z_sB3,ZH_sB3,AA_sB4,AE_sB4,AH_sB4,AO_sB4,AR_sB4,AW_sB4,AX_sB4,AY_sB4,B_sB4,CH_sB4,D_sB4,DH_sB4,EH_sB4,EL_sB4,ER_sB4,EY_sB4,F_sB4,G_sB4,H_sB4,HH_sB4,IH_sB4,IY_sB4,JH_sB4,K_sB4,L_sB4,M_sB4,N_sB4,NG_sB4,OW_sB4,OY_sB4,P_sB4,R_sB4,S_sB4,SH_sB4,T_sB4,TH_sB4,UH_sB4,UW_sB4,V_sB4,W_sB4,Y_sB4,Z_sB4,ZH_sB4
codeswitch_lesslikely,,,6.891211400701113,1.8152016727206128,,4.877878814880819,4.639932561728395,4.041574466358249,,,,,4.707634364093824,,,,2.6020690142182343,,,,8.129598615916954,2.4371408681408684,,3.935613090206498,0.8872343035000207,4.549602352941175,,,,,,2.611295087698853,4.674322376430484,,5.297545408635636,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
codeswitch_needhelp,,16.077216374269007,,,,,,,,,1.9882717717003562,,12.613716181061394,,,,,,,6.554732592739533,7.81447943098808,1.8248358148403587,,,3.568476919875133,,2.3551952393340265,,,,5.0989742182139,,,2.8286218065825657,,,,10.280192507804372,,,3.6974790428288355,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
codeswitch_remind,,,5.043939643347052,,,,9.906189173111244,4.449922887780889,,,5.023427912341407,,,,,,,,,,,,7.218146694214875,6.586951352757544,,2.192160196560197,10.733290303390838,,,,,4.564618726443165,1.648349220720428,,,,,6.140978395061728,,,3.0851853394418978,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
coffeeconvos_best,,8.674719958358118,7.418595538833645,,,,,8.218027761542956,4.912957807041117,,,6.464673469387755,6.165105675914127,,9.238471741637829,,4.709049899754957,,,,6.7083551038062295,4.087085956790124,,10.877943310657598,,6.821662222222221,,2.183434456740443,,,,,9.116156454491374,,18.662704474505723,5.175464400142402,,,,14.798327783558795,,7.8091948,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
coffeeconvos_prettygood,,,10.702751700680274,12.434820301783263,,,,9.023479901051331,,,4.593341843590433,,,,,,,4.260495147928994,,,6.214583175803404,4.5407580002415155,,,,,,,,,10.294997043805429,17.08452029136316,,,7.048532297866163,21.987515169541936,3.42299576894116,,,7.213502499999999,,5.332279306930692,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
dykingout_afterwards,9.705774105930287,5.80553228649255,,,,,,11.47628524590164,,8.12886431640524,6.7117661918839016,,,,2.4764125709273306,,27.71031559917356,,,,12.125332948865827,,,19.71740452653486,13.356126881720431,,,,,,7.5332129950019215,,9.616316049382718,,16.358296471242006,,,,,6.472057716836736,,2.0850563941552944,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
dykingout_alwaysbeenthere,,20.111845804988665,,4.157499213332557,,,10.076158168574404,5.853449391171992,7.71029938188659,,,5.243156214689265,8.256506645506844,,,,,,,12.806932362122788,7.999518151160485,3.5872279064272194,,,9.329854875283445,,4.344724382716049,,,,4.962079763313607,3.7751356068608235,,,,,,,5.687141628594464,7.772627655143692,,2.5093557897735352,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
dykingout_basics,6.559794344648591,,3.717758476658476,,,,14.434258064516131,,6.173702499328138,,,3.519385930993456,,,6.752492152917505,2.041071697337634,,,,,8.134210688196847,,,10.434107229239448,6.498857833915616,4.424299497027892,,,,,,,2.3367533357296115,,12.227685901249258,,,,2.3441520347784093,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
dykingout_firstpodcast,9.463375159298108,5.232260940504633,7.518275194840095,,,,,,,,14.650480584390616,1.8968665721487086,,,5.191355738454504,,3.042833870567815,,,,2.6559023978531853,,,10.603227099527507,,,15.393260770975054,,,,7.228954632833525,8.375505574778929,2.329725388601036,,6.26340194512992,,16.930502601456816,,,,9.393447352766211,8.927275754422476,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
dykingout_notlikeme,7.589432272018509,2.6877230548518054,,,,,,4.5007149101837305,,,,5.06632100340136,,,,3.72250466682899,,,,,,3.531853766819204,,1.472862782596818,4.820211351828251,2.724316439564749,2.4408686807479234,,,,,,,,9.611009451795843,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
